subcategory_name,item_title,item_page_link,preview_img_link,price,preview_local_link
APPLE,Apple iPad Pro 11 2022 1Tb Wi-Fi,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_11_2022_1tb_wi_fi__spacegray,https://kdmarket.ru/upload/iblock/b63/b639cf8a055633fe81287ca18628408b.png,144 990 ₽,.tablets_img_preview/b639cf8a055633fe81287ca18628408b.png
APPLE,Apple iPad Air (2022) 256 ГБ LTE,https://kdmarket.ru/catalog/tablets/apple_ipad_air_2022_256_gb_lte__pink,https://kdmarket.ru/upload/iblock/15c/15c45fbde6b5d10d8ef473f0f468641f.jpg,78 990 ₽,.tablets_img_preview/15c45fbde6b5d10d8ef473f0f468641f.jpg
APPLE,Apple iPad Pro 12.9 2022 512Gb Wi-Fi + Cellular,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_12_9_2022_512gb_wi_fi_cellular__spacegray,https://kdmarket.ru/upload/iblock/8dd/8dd7cea407acdafcb90c2900ea64d2cb.jpg,118 490 ₽,.tablets_img_preview/8dd7cea407acdafcb90c2900ea64d2cb.jpg
APPLE,Apple iPad Pro 11 2022 256Gb Wi-Fi + Cellular,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_11_2022_256gb_wi_fi_cellular__spacegray,https://kdmarket.ru/upload/iblock/19a/19a4d1460dc7b5c3f3c5ccc908110a3a.jpg,109 990 ₽,.tablets_img_preview/19a4d1460dc7b5c3f3c5ccc908110a3a.jpg
APPLE,Apple iPad Pro 11 2022 1TB Wi-Fi + Cellular,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_11_2022_1tb_wi_fi_cellular__spacegray,https://kdmarket.ru/upload/iblock/c17/c1748df8385bfb679b347cf3cedb0606.jpg,129 990 ₽,.tablets_img_preview/c1748df8385bfb679b347cf3cedb0606.jpg
APPLE,Apple iPad Pro 11 2022 128Gb Wi-Fi + Cellular,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_11_2022_128gb_wi_fi_cellular__silver,https://kdmarket.ru/upload/iblock/5df/5dfa1abf382e1c618e1aad51393f3dff.jpg,89 990 ₽,.tablets_img_preview/5dfa1abf382e1c618e1aad51393f3dff.jpg
APPLE,Apple iPad Pro 12.9 2022 2TB Wi-Fi + Cellular ,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_12_9_2022_2tb_wi_fi_cellular___silver,https://kdmarket.ru/upload/iblock/f02/f0229d115fde9d9f582c4747f21ac72c.jpg,149 990 ₽,.tablets_img_preview/f0229d115fde9d9f582c4747f21ac72c.jpg
APPLE,Apple iPad Pro 12.9 2022 1TB Wi-Fi + Cellular ,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_12_9_2022_1tb_wi_fi_cellular___silver,https://kdmarket.ru/upload/iblock/e01/e01c3dceacd7b958a88cb2eb12a96d2e.jpg,134 990 ₽,.tablets_img_preview/e01c3dceacd7b958a88cb2eb12a96d2e.jpg
APPLE,Apple iPad Pro 11 2022 512Gb Wi-Fi,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_11_2022_512gb_wi_fi__spacegray,https://kdmarket.ru/upload/iblock/a55/a555619c7dac8f8012214d0c8618e7bc.JPG,104 990 ₽,.tablets_img_preview/a555619c7dac8f8012214d0c8618e7bc.JPG
APPLE,Apple iPad Pro 12.9 2022 256Gb Wi-Fi + Cellular,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_12_9_2022_256gb_wi_fi_cellular__spacegray,https://kdmarket.ru/upload/iblock/c5d/c5d3e2f73bbcdb019755aac7d889a988.jpg,105 990 ₽,.tablets_img_preview/c5d3e2f73bbcdb019755aac7d889a988.jpg
APPLE,Apple iPad Pro 12.9 2022 256Gb Wi-Fi,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_12_9_2022_256gb_wi_fi__spacegray,https://kdmarket.ru/upload/iblock/e15/e15f9d1df439bc5b4e5e2282645b4536.jpg,102 990 ₽,.tablets_img_preview/e15f9d1df439bc5b4e5e2282645b4536.jpg
APPLE,Apple iPad Pro 12.9 2022 128Gb Wi-Fi,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_12_9_2022_128gb_wi_fi__silver,https://kdmarket.ru/upload/iblock/c30/c30c25a13a6b2f59abd3d3b42823908f.jpg,97 990 ₽,.tablets_img_preview/c30c25a13a6b2f59abd3d3b42823908f.jpg
APPLE,Apple iPad (2022) 256 ГБ Wi-Fi,https://kdmarket.ru/catalog/tablets/apple_ipad_2022_256_gb_wi_fi__pink,https://kdmarket.ru/upload/iblock/11d/11daaf2b78201deb38d4e2cc990a3e7d.jpg,53 990 ₽,.tablets_img_preview/11daaf2b78201deb38d4e2cc990a3e7d.jpg
APPLE,Apple iPad mini (2021) 64Gb Wi-Fi + Cellular,https://kdmarket.ru/catalog/tablets/apple_ipad_mini_2021_64gb_wi_fi_cellular__pink,https://kdmarket.ru/upload/iblock/26f/26f8022ffae2811e0975053f9a1e7088.jpg,52 990 ₽,.tablets_img_preview/26f8022ffae2811e0975053f9a1e7088.jpg
APPLE,Apple iPad Pro 11 2021 512Gb Wi‑Fi + Cellular,https://kdmarket.ru/catalog/tablets/apple_ipad_pro_11_2021_512gb_wi_fi_cellular__silver,https://kdmarket.ru/upload/iblock/404/40405655f65bb6fa418d35352a08ced6.png,96 990 ₽,.tablets_img_preview/40405655f65bb6fa418d35352a08ced6.png
MICROSOFT,Microsoft Surface Pro 8 i5 8Gb 256Gb,https://kdmarket.ru/catalog/tablets/microsoft_surface_pro_8_i5_8gb_256gb__silver,https://kdmarket.ru/upload/iblock/604/604b234367116981ecbd1090278c7645.jpg,79 990 ₽,.tablets_img_preview/604b234367116981ecbd1090278c7645.jpg
ONEPLUS,OnePlus Pad 8/128GB EU,https://kdmarket.ru/catalog/tablets/oneplus_pad_8_128gb_eu__green,https://kdmarket.ru/upload/iblock/e1f/e1ffdf89e826671a69c53263b0df0cd6.png,41 990 ₽,.tablets_img_preview/e1ffdf89e826671a69c53263b0df0cd6.png
SAMSUNG,Samsung Galaxy Tab S8+ X800 8 ГБ/128 ГБ Wi-Fi,https://kdmarket.ru/catalog/tablets/samsung_galaxy_tab_s8_x800_8_gb_128_gb_wi_fi__gold,https://kdmarket.ru/upload/iblock/000/00095ce3b3d940705e72110a827503ed.JPG,64 990 ₽,.tablets_img_preview/00095ce3b3d940705e72110a827503ed.JPG
